"Institution Name","Administrative Unit Number","School Branch","Category","Status","Phone Number","Phone_Number_Extn","Web_Address","County","City","Primary Administrator","School Year"
"Inter American University of Puerto Rico-Arecibo","484002424","0001","Other College and University","Open","2154263311",,"https://www.inter.edu/","Philadelphia","Philadelphia","Ms Carmen  Febo San Miquel","SY2021"
"International Institute for Restorative Practices","475488057","0000","Private College and University","Open","6108079221",,"https://www.iirp.edu/","Northampton","Bethlehem","Dr John W Bailie","SY2021"
"International School of Shiatsu","422099729","0000","Private Licensed School","Open","2153409918",,"http://www.shiatsubo.com","Bucks","Pipersville","Ms Shirley M Scranta","SY2021"
"ITT Educational Services Inc","400009629","0000","Administrative Office","Open","8003883368",,,"Out-of-State","Indianapolis","Mr David        Luce","SY2021"
"Jamestown Community College","400001003","0000","Other College and University","Open","7163381100",,"http://www.sunyjcc.edu/","Out-of-State","Jamestown","Dr Daniel  DeMarte","SY2021"
"JNA Institute of Culinary Arts","426511359","0000","Private Licensed School","Open","2154688800",,"https://www.culinaryarts.edu/","Philadelphia","Philadelphia","Mr Joseph       DiGironimo","SY2021"
"JNA Institute of Culinary Arts","426511359","0000","Specialized Associate Degree","Open","2154688800",,"https://www.culinaryarts.edu/","Philadelphia","Philadelphia","Mr Joseph       DiGironimo","SY2021"
"John Casablancas Corp. Offices","400001179","0000","Administrative Office","Open","3148788282",,,"Out-of-State","St Louis","Ms Linda        Carter","SY2021"
"John Robert Powers Modeling, Charm and Finishing School","426515879","0000","Private Licensed School","Open","2157324060",,"http://www.jrpowersphilly.com","Philadelphia","Philadelphia","Ms Mindy        Sills","SY2021"
"Johns Hopkins University (The)","413363299","0000","Other College and University","Open","7178723024",,,"Lancaster","Millersville","Mr Ronald J Daniels","SY2021"
"Johns Hopkins University (The)","415223309","0000","Other College and University","Open","7177031900",,,"Dauphin","Harrisburg","Mr Ronald J Daniels","SY2021"
"Johns Hopkins University (The)","423462209","0000","Other College and University","Open","4105168000",,"https://www.jhu.edu/","Montgomery","Blue Bell","Mr Ronald J Daniels","SY2021"
"Johns Hopkins University (The)","426511149","0000","Other College and University","Open","2159512700",,,"Philadelphia","Philadelphia","Dr Ronald J Daniels","SY2021"
"Johnson College","419351257","0000","Private State-Aided Institution","Open","5703426404",,"https://www.johnson.edu/","Lackawanna","Scranton","Dr Katie  Leonard Ed.D.","SY2021"
"Jolie Health and Beauty Academy","418401029","0000","Private Licensed School","Open","5704595501",,"http://www.jolieacademy.com","Luzerne","Hazelton","Ms Maryann   Wishnefsky","SY2021"
"Jolie Health and Beauty Academy","418408199","0000","Private Licensed School","Open","5708258363",,"http://www.jolieacademy.com/","Luzerne","Wilkes-Barre","Ms Maryann   Wishnefsky","SY2021"
"Juniata College","411314304","0000","Private College and University","Open","8146413000",,"https://www.juniata.edu","Huntingdon","Huntingdon","Dr James A Troha","SY2021"
"Just Believe Educational Center LLC","419351199","0000","Private Licensed School","Open","5702845100",,,"Lackawanna","Carbondale","Ms Nancy   Zenker LPN","SY2021"
"Just Four Paws Academy of Pet Styling","405252099","0000","Private Licensed School","Open","8147747297",,,"Erie","Erie","Mr Robert  Tuznik","SY2021"
"Keystone College","419354406","0000","Private College and University","Open","5709455141",,"https://www.keystone.edu","Lackawanna","La Plume","Dr Tracy L Brundage","SY2021"
"Keystone Diesel Institute","404108199","0000","Private Licensed School","Open","7244820019",,"http://www.keystonediesel.net/","Butler","Butler","Mr Jesse P Stoltz","SY2021"
"Keystone School (The)","416196059","0000","Private Licensed School","Open","5707845220",,"http://keystoneschoolonline.com/","Columbia","Bloomsburg","Ms Erica  Rhone","SY2021"
"King's College","418404504","0000","Private College and University","Open","5702085900",,"https://www.kings.edu","Luzerne","Wilkes-Barre","Rev John   Ryan C.S.C., Ph.D.","SY2021"
"Kutztown University of PA","414064550","0000","State University","Open","6106834000",,"https://www.kutztown.edu","Berks","Kutztown","Dr Kenneth S Hawkinson","SY2021"
"La Roche University","403024784","0000","Private College and University","Open","4123679300",,"https://www.laroche.edu","Allegheny","Pittsburgh","Sr Candace  Introcaso SDP, Ph.D","SY2021"
"La Salle University","426514804","0000","Private College and University","Open","2159511000",,"https://www.lasalle.edu","Philadelphia","Philadelphia","Dr Colleen M Hanycz","SY2021"
"Lackawanna College","419354606","0000","Private College and University","Open","5709617810",,"https://www.lackawanna.edu","Lackawanna","Scranton","Mr Mark  Volk","SY2021"
"Lafayette College","420484704","0000","Private College and University","Open","6103305000",,"https://www.lafayette.edu","Northampton","Easton","Dr Alison R Byerly","SY2021"
"Lake Erie College of Osteo Med","405254724","0000","Private State-Aided Institution","Open","8148666641",,"https://lecom.edu/","Erie","Erie","Dr John       M Ferretti         D.O.","SY2021"
"Lancaster Bible College","413364744","0000","Private College and University","Open","7175697071",,"https://www.lbc.edu","Lancaster","Lancaster","Dr Thomas  Kiedis","SY2021"
"Lancaster County Career and Technology Center","413363289","0000","Private Licensed School","Open","7174647050",,"https://lancasterctc.edu/","Lancaster","Willow Street","Dr Stuart   Savin","SY2021"
"Lancaster County Career and Technology Center","413363289","0000","Specialized Associate Degree","Open","7174647050",,"https://lancasterctc.edu/","Lancaster","Willow Street","Dr Stuart   Savin","SY2021"
"Lancaster School of Cosmetology & Therapeutic Bodywork","413362209","0000","Private Licensed School","Open","7172990200",,"http://www.beautyschoolsdirectory.com/schools/lancaster_soc/","Lancaster","Lancaster","Ms Debbie  Dunn","SY2021"
"Lancaster School of Massage","413366129","0000","Private Licensed School","Open","7172939698",,"http://www.lancasterschoolofmassage.com","Lancaster","Lancaster","Ms Winona     F Bontrager","SY2021"
"Lancaster Theological Seminary","413364755","0000","Theological Seminary","Open","7173930654",,"https://lancasterseminary.edu/","Lancaster","Lancaster","Dr Carol E Lytch","SY2021"
"Lansdale School of Business","423461357","0000","Private Licensed School","Open","2156995700",,"http://www.LSB.edu","Montgomery","North Wales","Mr Marlon     D Keller","SY2021"
"Lansdale School of Business","423461357","0000","Specialized Associate Degree","Open","2156995700",,"http://www.LSB.edu","Montgomery","North Wales","Mr Marlon     D Keller","SY2021"
"Laurel Business Institute","401266079","0000","Private Licensed School","Open","7244394900",,"http://www.laurel.edu/","Fayette","Uniontown","Ms Bonnie J Marsh","SY2021"
"Laurel Business Institute","401266079","0000","Specialized Associate Degree","Open","7244394900",,"http://www.laurel.edu/","Fayette","Uniontown","Ms Bonnie J Marsh","SY2021"
"Laurel Highlands Therapeutic Academy","408115189","0000","Private Licensed School","Open","8144716871",,"http://www.LHTAcademy.com","Cambria","Ebensburg","Ms Becky R SanGregorio","SY2021"
"Laurel Technical Institute/Hermitage","404432067","0000","Private Licensed School","Open","7249830700",,"http://www.laurel.edu","Mercer","Hermitage","Mr Douglas  S Decker","SY2021"
"Laurel Technical Institute/Hermitage","404432067","0000","Specialized Associate Degree","Open","7249830700",,"http://www.laurel.edu","Mercer","Hermitage","Mr Douglas  S Decker","SY2021"
"Laurel Technical Institute/Meadville","406170807","0000","Private Licensed School","Open","8147240700",,"http://www.laurel.edu/","Crawford","Meadville","Ms Amy   Braymer","SY2021"
"Laurel Technical Institute/Meadville","406170807","0000","Specialized Associate Degree","Open","8147240700",,"http://www.laurel.edu/","Crawford","Meadville","Ms Amy   Braymer","SY2021"
"Lebanon County Career School, Inc.","413383139","0000","Private Licensed School","Open","7172748804",,"http://www.sageschools.com","Lebanon","Lebanon","Ms Holly        Reichert","SY2021"
"Lebanon Valley College","413384904","0000","Private College and University","Open","7178676100",,"https://www.lvc.edu","Lebanon","Annville","Dr Lewis E Thayne","SY2021"
"Lehigh Carbon Community Coll","421394952","0000","Community College","Open","6107992121",,"https://www.lccc.edu/","Lehigh","Schnecksville","Dr Ann D Bieber","SY2021"
"Lehigh University","420485004","0000","Private College and University","Open","6107583000",,"https://www1.lehigh.edu/home","Northampton","Bethlehem","Dr John D Simon","SY2021"
"Lehigh Valley School of Dental Assisting, Inc.","421398209","0000","Private Licensed School","Open","6102669550",,"http://www.learndentalassisting.net/","Lehigh","Whitehall","Ms Fay          Fried Kun","SY2021"
"Liberty University","420451249","0000","Other College and University","Open","4345822000",,,"Monroe","Tobyhanna","Mr Jerry   Falwell","SY2021"
"Liberty University","421391249","0000","Other College and University","Open","4345822000",,,"Lehigh","Allentown","Mr Jerry   Falwell","SY2021"
"Lincoln Technical Institute","400000409","0000","Private Licensed School","Open","8606274300",,"http://www.east-windsor.lincedu.com/","Out-of-State","East Windsor","Mr Kevin  Clark","SY2021"
"Lincoln Technical Institute","400000999","0000","Administrative Office","Open","2017369340",,,"Out-of-State","West Orange","Mr Lawrence   E Brown","SY2021"
"Lincoln Technical Institute of Union","400006199","0000","Private Licensed School","Open","9089647800",,"http://www.union.lincedu.com/","Out-of-State","Union","Dr Kevin  L Kirkley","SY2021"
"Lincoln Technical Institute/Allentown","421391417","0000","Private Licensed School","Open","6103985300",,"http://www.allentown.lincedu.com/","Lehigh","Allentown","Ms Angela C Reppert","SY2021"
"Lincoln Technical Institute/Allentown","421391417","0000","Specialized Associate Degree","Open","6103985300",,"http://www.allentown.lincedu.com/","Lehigh","Allentown","Ms Angela C Reppert","SY2021"
"Lincoln Technical Institute/Philadelphia","426516167","0000","Private Licensed School","Open","2153350800",,"http://www.philadelphia.lincedu.com/","Philadelphia","Philadelphia","Mr Jim  Kuntz","SY2021"
"Lincoln Technical Institute/Philadelphia","426516167","0000","Specialized Associate Degree","Open","2153350800",,"http://www.philadelphia.lincedu.com/","Philadelphia","Philadelphia","Mr Jim  Kuntz","SY2021"
"Lincoln University","424155101","0000","State-Related Commonwealth University","Open","6109328300",,"https://www.lincoln.edu","Chester","Lincoln University","Dr Brenda A Allen","SY2021"
"Lion Investigation Academy","420486199","0100","Private Licensed School","Open","6108682637",,"http://www.lioninvestigationacademy.com/","Northampton","Bethlehem","Mr Joseph       Alercia II","SY2021"
"Lion Investigation/Admin Off","420486199","0000","Administrative Office","Open","6108682637",,,"Northampton","Bethlehem","Mr Joseph       Alercia II","SY2021"
"Lock Haven Univ of PA/ Main","410185200","0000","State University","Open","5704842011",,"http://www.lockhaven.edu/","Clinton","Lock Haven","Dr Robert     M Pignatello","SY2021"
"Lock Haven Univ/Clearfield Cmp","410185200","1060","State University","Open","8147650559",,"http://www.lockhaven.edu/clearfield/","Clearfield","Clearfield","Dr William G Curley","SY2021"
"Luzerne County Community Coll","418405452","0000","Community College","Open","5707400200",,"https://www.luzerne.edu/default.jsp","Luzerne","Nanticoke","Mr Thomas P Leary","SY2021"
"Lycoming College","417415504","0000","Private College and University","Open","5703214000",,"https://www.lycoming.edu","Lycoming","Williamsport","Dr Kent C Trachte","SY2021"
"Made Institute","426518219","0000","Private Licensed School","Open","2679728350",,"http://made-phila.com/","Philadelphia","Philadelphia","Ms Laura  Franklin","SY2021"
"Main Line Center for Bartending","426516259","0000","Private Licensed School","Open","2154871229",,"http://www.mainlinebartending.com","Philadelphia","Philadelphia","Mr Anthony      Mamo","SY2021"
"Manor College","423465556","0000","Private College and University","Open","2158852360",,"https://manor.edu/","Montgomery","Jenkintown","Dr Jonathan  Peri Ph.D, J.D.","SY2021"
"Mansfield University of PA","417595570","0000","State University","Open","5706624046",,"https://www.mansfield.edu/","Tioga","Mansfield","Dr Charles E Patterson","SY2021"
"Marywood University","419355704","0000","Private College and University","Open","5703486211",,"http://www.marywood.edu","Lackawanna","Scranton","Sr Mary  Persico IHM, Ed.D.","SY2021"
"Massage Academy of the Poconos","420456049","0000","Private Licensed School","Open","5704215014",,"http://www.massageacademyllc.com/","Monroe","Stroudsburg","Ms Vickiann  Hicks","SY2021"
"McCann School of Business & Technology","416492199","0000","Private Licensed School","Open","5702863058",,"https://www.mccann.edu/campuses/lewisburg-career-training","Union","Lewisburg","Ms Jessica  Rohrbach-Baker","SY2021"
"McCann School of Business & Technology","416492199","0000","Specialized Associate Degree","Open","5702863058",,"https://www.mccann.edu/campuses/lewisburg-career-training","Union","Lewisburg","Ms Jessica  Rohrbach-Baker","SY2021"
"McCann School of Business & Technology","421392139","0000","Private Licensed School","Open","4842234600",,"https://www.mccann.edu/campuses/allentown-career-training","Lehigh","Allentown","Mr Dan  Dominisac","SY2021"
"Apex School of Theology","498009924","0","Non-Approved Out of State College and University","Open",,,"http://www.apexsot.edu","Out-of-State",,,"SY2324"
"McCann School of Business & Technology","421392139","0000","Specialized Associate Degree","Open","4842234600",,"https://www.mccann.edu/campuses/allentown-career-training","Lehigh","Allentown","Mr Dan  Dominisac","SY2021"
